EmployeeID,Turnover,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,Wages,CompaniesWorked,OverTime,SalaryHike,PerfoRating,StockOption,TotalWorkingYears,TrainingLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1552,No,40,Non-Travel,Research & Development,8,2,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,No,8,2,3,2,2,2,2
1553,No,45,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,3,Healthcare Representative,2,Divorced,7441,1,No,12,3,Yes,10,4,3,10,8,7,7
1554,No,35,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,2,Sales Representative,3,Married,2430,0,No,23,4,Yes,6,5,3,5,3,4,2
1555,No,32,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,2,Research Scientist,2,Married,5878,3,No,12,3,Yes,12,2,3,7,1,2,5
1556,No,36,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,3,Sales Representative,4,Single,2644,3,Yes,21,4,No,7,3,2,3,2,1,2
1557,No,48,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,3,Sales Executive,3,Divorced,6439,8,No,14,3,Yes,18,2,3,8,7,7,7
1558,No,29,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,4,Research Scientist,3,Married,2451,6,No,18,3,Yes,5,2,2,1,0,0,0
1560,No,33,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,3,Sales Executive,1,Married,6392,2,No,13,3,Yes,8,6,1,2,2,2,2
1562,Yes,30,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,Sales Executive,1,Married,9714,1,No,11,3,Yes,10,4,3,10,8,6,7
1563,No,38,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,3,Human Resources,3,Married,6077,3,No,11,3,No,10,2,3,6,3,1,2
1564,No,35,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,Laboratory Technician,1,Single,2450,1,No,19,3,No,3,3,3,3,0,1,2
1568,No,30,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,Sales Executive,2,Married,9250,3,No,12,3,Yes,9,3,3,4,2,1,3
1569,Yes,35,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,3,Laboratory Technician,1,Divorced,2074,1,Yes,12,3,Yes,1,2,3,1,0,0,0
1572,Yes,53,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,2,Manufacturing Director,4,Married,10169,0,No,16,3,Yes,34,4,3,33,7,1,9
1573,Yes,38,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,Manufacturing Director,2,Married,4855,4,No,11,3,Yes,7,2,3,5,2,1,4
1574,No,32,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,3,Research Scientist,1,Married,4087,4,No,14,3,Yes,9,3,2,6,5,1,2
1576,No,48,Travel_Rarely,Research & Development,15,4,Other,3,Female,3,Research Scientist,1,Married,2367,8,No,12,3,Yes,10,3,2,8,2,7,6
1577,No,34,Travel_Rarely,Research & Development,7,4,Medical,1,Male,3,Research Scientist,4,Single,2972,1,No,13,3,No,1,4,1,1,0,0,0
1578,No,55,Travel_Rarely,Sales,26,5,Marketing,3,Male,2,Manager,4,Married,19586,1,No,21,4,Yes,36,3,3,36,6,2,13
1580,No,34,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,Research Scientist,4,Married,5484,9,No,17,3,Yes,9,3,2,2,2,2,1
1581,No,26,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,3,Research Scientist,4,Married,2061,1,No,21,4,No,1,5,3,1,0,0,0
1582,No,38,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,3,Sales Executive,2,Married,9924,0,No,11,3,Yes,10,3,3,9,8,7,7
1583,No,38,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,Sales Executive,2,Single,4198,2,No,12,3,No,8,5,4,3,2,1,2
1585,No,36,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,Sales Executive,3,Single,6815,6,No,13,3,No,15,5,3,1,0,0,0
1586,No,29,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,Laboratory Technician,1,Single,4723,1,Yes,18,3,No,10,3,3,10,9,1,5
1587,No,35,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,Healthcare Representative,3,Single,6142,3,Yes,16,3,No,10,4,3,5,2,0,4
1588,No,39,Travel_Rarely,Sales,6,3,Medical,4,Male,4,Sales Executive,3,Married,8237,2,No,11,3,Yes,11,3,3,7,6,7,6
1590,No,29,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced,8853,1,No,19,3,Yes,6,0,4,6,4,1,3
1591,No,50,Travel_Rarely,Sales,9,3,Marketing,3,Male,3,Manager,3,Married,19331,4,Yes,16,3,Yes,27,2,3,1,0,0,0
1592,No,23,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,4,Research Scientist,3,Married,2073,2,No,16,3,Yes,4,2,3,2,2,2,2
1594,No,36,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,Laboratory Technician,1,Married,5562,3,Yes,13,3,Yes,9,3,3,3,2,0,2
1595,No,42,Travel_Rarely,Research & Development,9,2,Other,4,Male,2,Manager,4,Single,19613,8,No,22,4,No,24,2,3,1,0,0,1
1596,No,35,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,4,Laboratory Technician,3,Married,3407,1,No,17,3,Yes,10,3,2,10,9,6,8
1597,No,34,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,2,Healthcare Representative,3,Married,5063,1,No,14,3,Yes,8,3,2,8,2,7,7
1598,No,40,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,Sales Executive,1,Married,4639,1,No,15,3,Yes,5,2,3,5,4,1,2
1599,No,43,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,4,Laboratory Technician,2,Divorced,4876,5,No,12,3,Yes,8,0,3,6,4,0,2
1601,No,35,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,2,Laboratory Technician,4,Married,2690,1,No,18,3,Yes,1,5,2,1,0,0,1
1602,No,46,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,Manager,1,Single,17567,1,No,15,3,No,27,5,1,26,0,0,12
1604,Yes,28,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,Laboratory Technician,2,Married,2408,1,Yes,17,3,Yes,1,3,3,1,1,0,0
1605,No,22,Non-Travel,Research & Development,26,2,Other,2,Female,2,Research Scientist,3,Married,2814,1,Yes,14,3,No,4,2,2,4,2,1,3
1606,No,50,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,Healthcare Representative,3,Married,11245,2,Yes,15,3,Yes,32,3,3,30,8,12,13
1607,No,32,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,Research Scientist,4,Married,3312,3,No,17,3,Yes,6,3,3,3,2,0,2
1608,No,44,Travel_Rarely,Research & Development,7,3,Medical,2,Female,3,Research Director,4,Divorced,19049,0,Yes,14,3,Yes,23,4,2,22,7,1,10
1609,No,30,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,Research Scientist,2,Married,2141,1,No,12,3,Yes,6,3,2,6,4,1,1
1611,No,45,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,Laboratory Technician,1,Single,5769,1,Yes,14,3,No,10,3,3,10,7,1,4
1612,No,45,Non-Travel,Sales,26,3,Marketing,1,Male,2,Sales Executive,1,Married,4385,1,No,15,3,Yes,10,2,3,10,7,4,5
1613,No,31,Travel_Frequently,Sales,2,4,Other,4,Male,3,Sales Executive,1,Single,5332,7,No,13,3,No,10,3,3,5,2,0,3
1614,No,36,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,Manufacturing Director,3,Married,4663,9,Yes,12,3,Yes,7,2,3,3,2,1,1
1615,No,34,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,4,Manufacturing Director,4,Divorced,4724,1,No,13,3,Yes,9,3,3,9,7,7,2
1617,No,49,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,Laboratory Technician,1,Married,3211,1,No,14,3,Yes,10,3,2,9,6,1,4
1618,No,39,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,Manufacturing Director,1,Married,5377,2,No,13,3,Yes,10,3,3,7,7,7,7
1619,No,27,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,Laboratory Technician,1,Divorced,4066,1,No,11,3,Yes,7,3,3,7,7,0,7
1621,No,35,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,4,Research Scientist,1,Married,5208,1,No,11,3,No,16,2,3,16,15,1,10
1622,No,28,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,Manufacturing Director,1,Divorced,4877,0,No,21,4,Yes,6,5,2,5,3,0,0
1623,No,21,Travel_Rarely,Research & Development,5,1,Medical,3,Male,3,Research Scientist,4,Single,3117,1,No,18,3,No,3,2,3,2,2,2,2
1624,Yes,18,Travel_Frequently,Sales,3,2,Medical,2,Female,3,Sales Representative,4,Single,1569,1,Yes,12,3,No,0,2,4,0,0,0,0
1625,No,47,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,Manager,3,Married,19658,3,No,11,3,Yes,27,2,3,5,2,1,0
1627,No,39,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,Laboratory Technician,3,Divorced,3069,0,No,15,3,Yes,11,3,3,10,8,0,7
1628,No,40,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,Manufacturing Director,3,Married,10435,1,No,13,3,Yes,18,2,3,18,15,14,12
1630,No,35,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,Healthcare Representative,3,Married,4148,1,No,12,3,Yes,15,5,3,14,11,2,9
1631,No,37,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,Manufacturing Director,3,Married,5768,3,No,17,3,Yes,9,2,2,4,3,0,2
1633,No,39,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,Manufacturing Director,3,Single,5042,0,No,13,3,No,10,2,1,9,2,3,8
1635,No,45,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,Manufacturing Director,4,Divorced,5770,1,No,19,3,Yes,10,3,3,10,7,3,9
1638,No,38,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,Manufacturing Director,3,Married,7756,3,Yes,19,3,Yes,10,6,4,5,4,0,2
1639,Yes,35,Travel_Rarely,Sales,10,3,Medical,4,Male,2,Sales Executive,1,Married,10306,9,No,17,3,No,15,3,3,13,12,6,0
1640,No,37,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,Research Scientist,2,Married,3936,1,No,11,3,Yes,8,2,1,8,4,7,7
1641,No,40,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,3,Manufacturing Director,4,Single,7945,6,Yes,15,3,No,18,2,2,4,2,3,3
1642,No,44,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,3,Human Resources,4,Married,5743,4,Yes,11,3,No,14,3,3,10,7,0,2
1644,No,48,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,Manager,4,Married,15202,2,No,25,4,Yes,23,3,3,2,2,2,2
1645,Yes,35,Travel_Rarely,Sales,15,2,Medical,1,Male,1,Sales Executive,4,Divorced,5440,6,Yes,14,3,Yes,7,2,2,2,2,2,2
1646,No,24,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,Research Scientist,4,Single,3760,1,Yes,13,3,No,6,2,3,6,3,1,3
1647,No,27,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,Research Scientist,3,Married,3517,7,No,17,3,No,5,0,3,3,2,0,2
1648,No,27,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,Research Scientist,4,Single,2580,2,No,13,3,No,6,0,2,4,2,1,2
1649,Yes,40,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,1,Single,2166,3,Yes,14,3,No,10,3,1,4,2,0,3
1650,No,29,Travel_Rarely,Sales,10,3,Medical,3,Male,2,Sales Executive,3,Single,5869,9,No,11,3,No,8,2,3,5,2,1,4
1651,No,36,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,3,Healthcare Representative,1,Married,8008,4,No,12,3,Yes,9,6,3,3,2,0,2
1653,No,25,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,4,Manufacturing Director,3,Divorced,5206,1,No,17,3,Yes,7,6,3,7,7,0,7
1654,No,39,Travel_Rarely,Research & Development,12,3,Medical,4,Male,3,Manufacturing Director,2,Married,5295,4,No,21,4,No,7,3,3,5,4,1,0
1655,No,49,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,Research Director,2,Married,16413,3,No,16,3,Yes,27,2,3,4,2,1,2
1656,No,50,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,2,Research Director,1,Divorced,13269,5,No,15,3,Yes,19,3,3,14,11,1,11
1657,No,20,Travel_Rarely,Sales,2,3,Medical,3,Female,3,Sales Representative,3,Single,2783,1,No,19,3,No,2,3,3,2,2,2,2
1658,No,34,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced,5433,1,No,12,3,Yes,11,2,3,11,8,7,9
1659,No,36,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,2,Single,2013,2,No,11,3,No,15,4,3,4,3,1,3
1661,No,49,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,Healthcare Representative,3,Married,13966,2,Yes,19,3,Yes,30,3,3,15,11,2,12
1662,No,36,Non-Travel,Research & Development,1,4,Medical,4,Female,2,Manufacturing Director,3,Married,4374,0,No,15,3,No,4,6,3,3,2,1,2
1664,No,36,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,Healthcare Representative,1,Divorced,6842,6,No,20,4,Yes,13,3,3,5,4,0,4
1665,No,54,Travel_Rarely,Research & Development,22,5,Medical,2,Female,3,Manager,3,Married,17426,3,No,25,4,Yes,36,6,3,10,8,4,7
1666,No,43,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,Research Director,3,Married,17603,1,No,24,4,Yes,14,3,3,14,10,6,11
1667,Yes,35,Travel_Frequently,Sales,12,4,Other,4,Male,3,Sales Executive,4,Single,4581,3,Yes,24,4,No,13,2,4,11,9,6,7
1668,No,38,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,Research Scientist,4,Married,4735,7,No,15,3,Yes,19,4,4,13,11,2,9
1669,No,29,Travel_Rarely,Sales,5,3,Medical,1,Male,2,Sales Executive,2,Divorced,4187,1,Yes,13,3,Yes,10,3,2,10,0,0,9
1670,No,33,Travel_Rarely,Sales,2,4,Medical,4,Male,3,Sales Executive,4,Divorced,5505,1,No,14,3,Yes,6,5,3,6,2,0,4
1671,No,32,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,Research Scientist,2,Divorced,5470,0,No,13,3,Yes,10,4,2,9,5,1,6
1673,No,31,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,Sales Executive,4,Married,5476,1,No,11,3,Yes,10,2,3,10,0,0,2
1674,No,49,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,Laboratory Technician,1,Divorced,2587,4,Yes,16,3,Yes,17,2,2,2,2,2,2
1675,No,38,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,Laboratory Technician,2,Single,2440,1,No,22,4,No,4,3,3,4,3,3,3
1676,No,47,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,Manager,2,Divorced,15972,6,No,14,3,Yes,29,2,3,3,2,1,2
1677,No,49,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,Manager,3,Single,15379,4,No,14,3,No,23,2,3,8,7,0,0
1678,No,41,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,Sales Executive,3,Single,7082,3,Yes,16,3,No,21,2,3,2,0,0,2
1680,No,20,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,Sales Representative,1,Single,2728,1,No,11,3,No,2,3,3,2,2,0,2
1681,No,33,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,Sales Executive,4,Divorced,5368,1,Yes,25,4,Yes,7,2,3,6,5,1,2
1682,No,36,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,Healthcare Representative,3,Married,5347,6,No,14,3,Yes,10,2,2,3,2,0,2
1683,No,44,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,3,Human Resources,4,Divorced,3195,4,Yes,18,3,Yes,8,2,3,2,2,2,2
1684,Yes,23,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,Laboratory Technician,3,Single,3989,1,Yes,11,3,No,5,2,3,5,4,1,2
1687,No,38,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,Laboratory Technician,3,Married,3306,7,No,19,3,Yes,7,5,2,0,0,0,0
1689,No,53,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,Healthcare Representative,4,Married,7005,3,No,15,3,No,11,2,3,4,3,1,2
1691,Yes,48,Travel_Frequently,Sales,7,2,Medical,4,Female,3,Sales Representative,3,Married,2655,2,Yes,11,3,Yes,19,3,3,9,7,7,7
1692,Yes,32,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,Laboratory Technician,2,Single,1393,1,No,12,3,No,1,2,3,1,0,0,0
1693,No,26,Non-Travel,Research & Development,7,3,Medical,4,Male,3,Laboratory Technician,4,Single,2570,1,No,20,4,No,7,5,3,7,7,5,7
1694,No,55,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,2,Research Scientist,2,Divorced,3537,5,No,12,3,Yes,8,1,3,4,2,1,2
1696,No,34,Travel_Rarely,Research & Development,5,2,Medical,2,Male,2,Laboratory Technician,4,Married,3986,1,No,14,3,Yes,15,3,4,15,10,4,13
1697,No,60,Travel_Rarely,Research & Development,1,4,Medical,3,Male,1,Healthcare Representative,4,Divorced,10883,3,No,20,4,Yes,19,2,4,1,0,0,0
1698,No,33,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,Laboratory Technician,2,Married,2028,1,No,18,3,Yes,14,6,3,14,11,2,13
1700,No,37,Travel_Frequently,Sales,1,4,Medical,3,Male,1,Sales Executive,4,Divorced,9525,1,No,14,3,Yes,6,2,2,6,3,1,3
1701,No,34,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,Research Scientist,4,Married,2929,1,No,12,3,No,10,3,3,10,9,8,7
1702,Yes,23,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,Sales Representative,4,Divorced,2275,1,Yes,21,4,Yes,3,2,3,3,2,0,2
1703,No,44,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,Healthcare Representative,4,Married,7879,1,Yes,19,3,Yes,9,2,3,8,7,6,7
1704,No,35,Travel_Frequently,Research & Development,2,4,Medical,1,Male,2,Research Scientist,4,Single,4930,0,Yes,14,3,No,6,2,4,5,4,1,4
1706,No,43,Travel_Rarely,Sales,2,3,Medical,4,Male,3,Sales Executive,4,Married,7847,1,Yes,17,3,Yes,10,3,3,10,9,8,8
1707,No,24,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,Research Scientist,3,Married,4401,1,No,16,3,Yes,5,1,3,5,3,0,4
1708,No,41,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,Sales Executive,3,Single,9241,1,No,12,3,No,10,3,3,10,8,8,7
1709,No,29,Travel_Rarely,Research & Development,9,4,Medical,4,Female,3,Laboratory Technician,3,Married,2974,9,No,17,3,Yes,9,2,3,5,3,1,2
1710,No,36,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,Sales Representative,4,Single,4502,3,No,15,3,No,17,2,2,13,7,6,7
1712,No,45,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,Healthcare Representative,3,Married,10748,3,No,23,4,Yes,25,3,2,23,15,14,4
1714,Yes,24,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,1,Human Resources,3,Married,1555,1,No,11,3,Yes,1,2,3,1,0,0,0
1716,Yes,47,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,Sales Executive,3,Married,12936,7,No,11,3,No,25,3,1,23,5,14,10
1718,No,26,Travel_Rarely,Research & Development,17,4,Medical,4,Male,1,Laboratory Technician,3,Married,2305,1,No,15,3,Yes,3,3,4,3,2,0,2
1719,No,45,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,Research Director,2,Single,16704,1,No,11,3,No,21,2,3,21,6,8,6
1720,No,32,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,3,Research Scientist,3,Married,3433,6,No,13,3,Yes,10,3,2,5,2,1,3
1721,No,31,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,3,Laboratory Technician,3,Married,3477,1,No,14,3,Yes,6,2,4,5,2,0,3
1722,No,41,Non-Travel,Human Resources,4,3,Human Resources,3,Male,1,Human Resources,2,Married,6430,6,No,19,3,Yes,10,4,3,3,2,1,2
1724,No,40,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,Manufacturing Director,1,Married,6516,2,Yes,16,3,Yes,18,3,3,1,0,0,0
1725,No,24,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,Laboratory Technician,1,Divorced,3907,1,No,13,3,Yes,6,2,4,6,2,1,2
1727,No,46,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,Healthcare Representative,2,Single,5562,6,No,14,3,No,19,3,3,10,7,0,9
1728,No,35,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,3,Manufacturing Director,3,Married,6883,2,No,16,3,Yes,17,3,3,7,7,0,7
1729,No,30,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,Research Scientist,4,Married,2862,1,No,12,3,Yes,10,2,2,10,0,0,8
1731,No,47,Non-Travel,Sales,2,4,Marketing,3,Male,3,Sales Executive,2,Married,4978,7,No,11,3,Yes,4,3,1,1,0,0,0
1732,No,46,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,Yes,13,5,2,10,6,0,3
1733,Yes,36,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,Sales Executive,1,Divorced,6134,5,Yes,13,3,Yes,16,3,3,2,2,2,2
1734,Yes,32,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,Sales Executive,2,Single,6735,6,No,15,3,No,10,2,3,0,0,0,0
1735,No,23,Travel_Rarely,Research & Development,4,1,Medical,3,Female,3,Laboratory Technician,2,Single,3295,1,No,13,3,No,3,3,1,3,2,1,2
1736,No,31,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,3,Manufacturing Director,4,Single,5238,2,No,20,4,No,9,3,2,5,4,1,4
1737,No,39,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,Laboratory Technician,4,Married,6472,1,Yes,15,3,Yes,9,2,3,9,8,5,8
1739,No,32,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,Sales Executive,3,Married,9610,3,No,13,3,Yes,10,2,1,4,3,0,2
1740,No,40,Travel_Rarely,Sales,7,4,Medical,2,Male,3,Manager,2,Single,19833,1,No,14,3,No,21,3,2,21,8,12,8
1744,No,45,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,Human Resources,3,Married,9756,4,No,21,4,Yes,9,2,4,5,0,0,3
1745,No,30,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,Research Scientist,1,Single,4968,0,No,16,3,No,10,2,3,9,7,0,7
1746,No,24,Travel_Frequently,Human Resources,10,3,Medical,1,Male,3,Human Resources,4,Married,2145,0,No,14,3,Yes,3,2,3,2,2,2,1
1747,Yes,30,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,Human Resources,4,Divorced,2180,6,No,11,3,Yes,6,0,2,4,2,1,2
1749,No,31,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,Sales Executive,3,Married,8346,1,No,19,3,Yes,6,3,3,5,2,0,2
1751,No,27,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,Research Scientist,4,Single,3445,1,No,11,3,No,6,5,2,6,2,1,4
1752,Yes,29,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,Sales Representative,2,Single,2760,1,No,13,3,No,2,3,3,2,2,2,2
1753,No,29,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,4,Healthcare Representative,3,Single,6294,8,Yes,12,3,No,10,5,4,3,2,0,2
1754,No,30,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,Sales Executive,1,Divorced,7140,2,No,11,3,Yes,12,2,3,7,7,1,7
1755,No,34,Travel_Rarely,Research & Development,2,4,Medical,4,Male,4,Research Scientist,4,Married,2932,0,Yes,14,3,Yes,6,3,3,5,0,1,2
1756,No,33,Non-Travel,Sales,2,3,Marketing,4,Female,3,Sales Executive,2,Single,5147,8,No,15,3,No,13,2,2,11,7,1,7
1757,No,49,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,Sales Executive,4,Single,4507,3,No,12,3,No,8,1,4,5,1,0,4
1758,Yes,33,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,Sales Executive,1,Single,8564,2,Yes,20,4,No,11,2,2,0,0,0,0
1760,No,38,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,Laboratory Technician,2,Married,2468,4,No,14,3,Yes,9,4,2,6,1,0,5
1761,Yes,31,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,Sales Executive,3,Married,8161,2,No,13,3,Yes,10,2,3,1,0,0,0
1762,No,29,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Female,2,Research Scientist,1,Divorced,2109,1,No,13,3,Yes,1,2,3,1,0,0,0
1763,No,30,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,Healthcare Representative,3,Married,5294,3,No,16,3,Yes,10,3,3,7,0,1,7
1764,No,32,Non-Travel,Research & Development,5,4,Technical Degree,2,Male,3,Research Scientist,2,Single,2718,2,No,14,3,No,12,3,3,7,7,0,7
1766,No,38,Travel_Rarely,Research & Development,18,3,Medical,2,Male,1,Healthcare Representative,4,Married,5811,3,Yes,16,3,Yes,15,2,3,1,0,1,0
1767,Yes,43,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,2,Research Scientist,3,Married,2437,9,Yes,16,3,Yes,6,4,3,1,0,0,0
1768,No,42,Travel_Rarely,Research & Development,12,3,Medical,2,Male,3,Laboratory Technician,2,Divorced,2766,8,No,22,4,Yes,7,6,2,5,3,0,4
1770,No,55,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,Research Director,1,Married,19038,8,No,12,3,Yes,34,2,3,1,0,0,0
1771,No,33,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,3,Research Scientist,2,Divorced,3055,5,No,15,3,Yes,11,2,2,9,8,1,7
1772,No,41,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,Laboratory Technician,1,Divorced,2289,1,No,20,4,Yes,5,2,3,5,3,0,4
1774,No,34,Non-Travel,Sales,10,3,Life Sciences,4,Male,3,Sales Executive,3,Divorced,4001,1,Yes,14,3,Yes,15,3,3,15,14,0,7
1775,No,53,Non-Travel,Research & Development,1,4,Medical,1,Female,2,Manufacturing Director,3,Married,12965,4,Yes,20,4,Yes,27,2,2,3,2,0,2
1778,No,43,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,3,Human Resources,4,Single,3539,0,No,13,3,No,10,5,3,9,7,1,8
